{   1,   -4,   -3}  {NAN, NAN, NO_ROOTS } 
{  -7,    3,    2}  {NAN, NAN, NO_ROOTS } 
{  -7,   -7,    5}  {NAN, NAN, NO_ROOTS } 
{   9,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{  -7,   -7,    4}  {NAN, NAN, NO_ROOTS } 
{  -6,   -5,   -5}  {NAN, NAN, NO_ROOTS } 
{   9,   -5,   -5}  {NAN, NAN, NO_ROOTS } 
{   5,    1,    4}  {NAN, NAN, NO_ROOTS } 
{   6,    8,   -5}  {NAN, NAN, NO_ROOTS } 
{   1,    5,    1}  {NAN, NAN, NO_ROOTS } 
{   7,   -4,   -5}  {NAN, NAN, NO_ROOTS } 
{  -4,    9,   -3}  {NAN, NAN, NO_ROOTS } 
{   9,    3,    2}  {NAN, NAN, NO_ROOTS } 
{   0,    9,    4}  {NAN, NAN, NO_ROOTS } 
{   7,    6,   -1}  {NAN, NAN, NO_ROOTS } 
{  -6,   -5,    4}  {NAN, NAN, NO_ROOTS } 
{   1,   -3,   -3}  {NAN, NAN, NO_ROOTS } 
{  -6,   -6,    1}  {NAN, NAN, NO_ROOTS } 
{  -5,    6,    1}  {NAN, NAN, NO_ROOTS } 
{   7,   -6,    0}  {NAN, NAN, NO_ROOTS } 
{  -1,    4,    8}  {NAN, NAN, NO_ROOTS } 
{   1,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{  -2,    5,    5}  {NAN, NAN, NO_ROOTS } 
{  -4,   -5,    0}  {NAN, NAN, NO_ROOTS } 
{   0,    0,    1}  {NAN, NAN, NO_ROOTS } 
{  -9,    3,    9}  {NAN, NAN, NO_ROOTS } 
{   1,   -1,   -1}  {NAN, NAN, NO_ROOTS } 
{  -6,    3,    4}  {NAN, NAN, NO_ROOTS } 
{  -8,   -6,    9}  {NAN, NAN, NO_ROOTS } 
{  -8,    3,    7}  {NAN, NAN, NO_ROOTS } 
{   8,   -3,   -4}  {NAN, NAN, NO_ROOTS } 
{  -8,    8,    4}  {NAN, NAN, NO_ROOTS } 
{   5,    3,    3}  {NAN, NAN, NO_ROOTS } 
{  -7,   -4,    8}  {NAN, NAN, NO_ROOTS } 
{   8,    2,    9}  {NAN, NAN, NO_ROOTS } 
{   0,   -9,    6}  {NAN, NAN, NO_ROOTS } 
{  -1,   -9,    8}  {NAN, NAN, NO_ROOTS } 
{   0,    3,    4}  {NAN, NAN, NO_ROOTS } 
{  -4,   -4,   -6}  {NAN, NAN, NO_ROOTS } 
{  -7,   -9,   -2}  {NAN, NAN, NO_ROOTS } 
{  -5,    9,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,    6,   -9}  {NAN, NAN, NO_ROOTS } 
{   3,   -2,    3}  {NAN, NAN, NO_ROOTS } 
{  -4,   -3,   -1}  {NAN, NAN, NO_ROOTS } 
{   7,    5,   -9}  {NAN, NAN, NO_ROOTS } 
{   0,   -4,   -8}  {NAN, NAN, NO_ROOTS } 
{   5,   -6,    6}  {NAN, NAN, NO_ROOTS } 
{   2,   -6,    0}  {NAN, NAN, NO_ROOTS } 
{  -2,    9,    4}  {NAN, NAN, NO_ROOTS } 
{   9,    9,   -5}  {NAN, NAN, NO_ROOTS } 
{   4,    0,   -7}  {NAN, NAN, NO_ROOTS } 
{   2,   -3,   -4}  {NAN, NAN, NO_ROOTS } 
{   3,    9,    2}  {NAN, NAN, NO_ROOTS } 
{   1,    9,    6}  {NAN, NAN, NO_ROOTS } 
{   5,   -8,    0}  {NAN, NAN, NO_ROOTS } 
{  -3,   -1,   -3}  {NAN, NAN, NO_ROOTS } 
{   2,   -7,    1}  {NAN, NAN, NO_ROOTS } 
{  -7,   -6,   -8}  {NAN, NAN, NO_ROOTS } 
{  -6,   -1,   -9}  {NAN, NAN, NO_ROOTS } 
{  -7,    1,   -3}  {NAN, NAN, NO_ROOTS } 
{   2,   -7,    0}  {NAN, NAN, NO_ROOTS } 
{  -7,    6,    0}  {NAN, NAN, NO_ROOTS } 
{  -4,    8,    1}  {NAN, NAN, NO_ROOTS } 
{   7,   -3,   -9}  {NAN, NAN, NO_ROOTS } 
{   7,   -1,   -5}  {NAN, NAN, NO_ROOTS } 
{  -8,   -1,   -6}  {NAN, NAN, NO_ROOTS } 
{  -7,   -8,    9}  {NAN, NAN, NO_ROOTS } 
{   2,   -4,    5}  {NAN, NAN, NO_ROOTS } 
{   7,   -1,   -7}  {NAN, NAN, NO_ROOTS } 
{   5,   -6,    2}  {NAN, NAN, NO_ROOTS } 
{   9,    0,    4}  {NAN, NAN, NO_ROOTS } 
{   0,   -3,    2}  {NAN, NAN, NO_ROOTS } 
{  -4,    1,   -8}  {NAN, NAN, NO_ROOTS } 
{   0,   -9,    4}  {NAN, NAN, NO_ROOTS } 
{  -5,    9,    3}  {NAN, NAN, NO_ROOTS } 
{   4,   -9,   -5}  {NAN, NAN, NO_ROOTS } 
{  -9,    0,   -3}  {NAN, NAN, NO_ROOTS } 
{  -5,    9,    3}  {NAN, NAN, NO_ROOTS } 
{  -1,   -9,   -4}  {NAN, NAN, NO_ROOTS } 
{  -7,    2,   -3}  {NAN, NAN, NO_ROOTS } 
{  -6,   -9,    2}  {NAN, NAN, NO_ROOTS } 
{  -6,   -3,   -2}  {NAN, NAN, NO_ROOTS } 
{   3,   -5,   -5}  {NAN, NAN, NO_ROOTS } 
{   8,    8,    4}  {NAN, NAN, NO_ROOTS } 
{  -3,   -5,   -7}  {NAN, NAN, NO_ROOTS } 
{   3,    0,   -1}  {NAN, NAN, NO_ROOTS } 
{   8,    7,    3}  {NAN, NAN, NO_ROOTS } 
{   1,   -3,    4}  {NAN, NAN, NO_ROOTS } 
{   9,   -6,   -8}  {NAN, NAN, NO_ROOTS } 
{  -4,    2,    8}  {NAN, NAN, NO_ROOTS } 
{   8,   -4,   -3}  {NAN, NAN, NO_ROOTS } 
{  -4,    0,    9}  {NAN, NAN, NO_ROOTS } 
{  -2,   -3,   -2}  {NAN, NAN, NO_ROOTS } 
{  -5,    3,    2}  {NAN, NAN, NO_ROOTS } 
{   6,   -6,    0}  {NAN, NAN, NO_ROOTS } 
{   1,    3,    4}  {NAN, NAN, NO_ROOTS } 
{   4,    2,    0}  {NAN, NAN, NO_ROOTS } 
{   0,   -7,    4}  {NAN, NAN, NO_ROOTS } 
{   0,    6,    6}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,    2}  {NAN, NAN, NO_ROOTS } 
{   2,    3,    0}  {NAN, NAN, NO_ROOTS } 
{   1,    5,   -2}  {NAN, NAN, NO_ROOTS } 
{  -2,    9,    9}  {NAN, NAN, NO_ROOTS } 
{  -8,    2,   -6}  {NAN, NAN, NO_ROOTS } 
{   0,   -5,   -1}  {NAN, NAN, NO_ROOTS } 
{   1,   -5,   -1}  {NAN, NAN, NO_ROOTS } 
{   5,    6,    9}  {NAN, NAN, NO_ROOTS } 
{   4,    9,    0}  {NAN, NAN, NO_ROOTS } 
{  -3,   -5,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,   -6,   -5}  {NAN, NAN, NO_ROOTS } 
{  -5,    7,   -1}  {NAN, NAN, NO_ROOTS } 
{  -6,    5,    3}  {NAN, NAN, NO_ROOTS } 
{  -7,    6,    6}  {NAN, NAN, NO_ROOTS } 
{  -7,   -7,    8}  {NAN, NAN, NO_ROOTS } 
{  -6,    6,    0}  {NAN, NAN, NO_ROOTS } 
{   5,    8,    4}  {NAN, NAN, NO_ROOTS } 
{  -6,    6,    0}  {NAN, NAN, NO_ROOTS } 
{   4,   -3,   -2}  {NAN, NAN, NO_ROOTS } 
{  -7,   -4,    6}  {NAN, NAN, NO_ROOTS } 
{   8,    8,    4}  {NAN, NAN, NO_ROOTS } 
{  -3,    5,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,    0,   -8}  {NAN, NAN, NO_ROOTS } 
{   7,   -3,    0}  {NAN, NAN, NO_ROOTS } 
{  -4,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{   4,    9,    2}  {NAN, NAN, NO_ROOTS } 
{  -5,   -8,   -7}  {NAN, NAN, NO_ROOTS } 
{   9,   -9,    7}  {NAN, NAN, NO_ROOTS } 
{   4,    6,   -9}  {NAN, NAN, NO_ROOTS } 
{  -4,   -6,   -2}  {NAN, NAN, NO_ROOTS } 
{  -9,    5,    0}  {NAN, NAN, NO_ROOTS } 
{  -7,    0,   -4}  {NAN, NAN, NO_ROOTS } 
{  -3,   -9,   -6}  {NAN, NAN, NO_ROOTS } 
{  -6,   -2,   -3}  {NAN, NAN, NO_ROOTS } 
{   0,   -9,   -6}  {NAN, NAN, NO_ROOTS } 
{   7,   -5,    2}  {NAN, NAN, NO_ROOTS } 
{   9,   -9,    5}  {NAN, NAN, NO_ROOTS } 
{   4,    0,   -2}  {NAN, NAN, NO_ROOTS } 
{   5,    1,   -3}  {NAN, NAN, NO_ROOTS } 
{   2,    4,   -4}  {NAN, NAN, NO_ROOTS } 
{  -2,    0,    9}  {NAN, NAN, NO_ROOTS } 
{   6,   -8,   -3}  {NAN, NAN, NO_ROOTS } 
{  -5,    6,    0}  {NAN, NAN, NO_ROOTS } 
{  -5,   -3,    3}  {NAN, NAN, NO_ROOTS } 
{   8,    7,    6}  {NAN, NAN, NO_ROOTS } 
{   1,   -3,    2}  {NAN, NAN, NO_ROOTS } 
{   4,    9,    7}  {NAN, NAN, NO_ROOTS } 
{   9,   -6,   -7}  {NAN, NAN, NO_ROOTS } 
{   6,   -7,   -3}  {NAN, NAN, NO_ROOTS } 
{   4,    6,   -5}  {NAN, NAN, NO_ROOTS } 
{  -4,    2,    7}  {NAN, NAN, NO_ROOTS } 
{   6,    4,   -9}  {NAN, NAN, NO_ROOTS } 
{  -4,   -9,    0}  {NAN, NAN, NO_ROOTS } 
{   3,   -3,    6}  {NAN, NAN, NO_ROOTS } 
{   9,   -4,    6}  {NAN, NAN, NO_ROOTS } 
{   5,   -8,   -3}  {NAN, NAN, NO_ROOTS } 
{  -4,    5,    5}  {NAN, NAN, NO_ROOTS } 
{  -9,    9,    6}  {NAN, NAN, NO_ROOTS } 
{  -5,    3,    3}  {NAN, NAN, NO_ROOTS } 
{  -7,    9,   -4}  {NAN, NAN, NO_ROOTS } 
{   8,   -2,    2}  {NAN, NAN, NO_ROOTS } 
{   5,    0,    7}  {NAN, NAN, NO_ROOTS } 
{   7,   -1,   -7}  {NAN, NAN, NO_ROOTS } 
{  -7,   -3,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,    3,   -3}  {NAN, NAN, NO_ROOTS } 
{   1,   -2,   -4}  {NAN, NAN, NO_ROOTS } 
{   4,    4,   -7}  {NAN, NAN, NO_ROOTS } 
{   3,   -6,    8}  {NAN, NAN, NO_ROOTS } 
{   6,    0,   -8}  {NAN, NAN, NO_ROOTS } 
{   2,    8,    9}  {NAN, NAN, NO_ROOTS } 
{   9,   -9,   -1}  {NAN, NAN, NO_ROOTS } 
{   6,    0,   -7}  {NAN, NAN, NO_ROOTS } 
{   7,   -1,   -6}  {NAN, NAN, NO_ROOTS } 
{  -1,    7,   -7}  {NAN, NAN, NO_ROOTS } 
{   6,    7,    9}  {NAN, NAN, NO_ROOTS } 
{   0,    0,   -2}  {NAN, NAN, NO_ROOTS } 
{   3,   -9,    8}  {NAN, NAN, NO_ROOTS } 
{   0,    6,    8}  {NAN, NAN, NO_ROOTS } 
{   8,    1,    3}  {NAN, NAN, NO_ROOTS } 
{   3,   -3,   -4}  {NAN, NAN, NO_ROOTS } 
{  -6,    5,    9}  {NAN, NAN, NO_ROOTS } 
{   1,   -2,   -8}  {NAN, NAN, NO_ROOTS } 
{   3,   -6,   -7}  {NAN, NAN, NO_ROOTS } 
{   0,    8,   -5}  {NAN, NAN, NO_ROOTS } 
{   6,    8,   -8}  {NAN, NAN, NO_ROOTS } 
{   8,   -2,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,   -8,    8}  {NAN, NAN, NO_ROOTS } 
{   6,   -5,   -8}  {NAN, NAN, NO_ROOTS } 
{  -5,   -4,    7}  {NAN, NAN, NO_ROOTS } 
{   2,    2,   -7}  {NAN, NAN, NO_ROOTS } 
{  -7,    5,   -3}  {NAN, NAN, NO_ROOTS } 
{   4,   -2,   -4}  {NAN, NAN, NO_ROOTS } 
{  -1,   -3,    4}  {NAN, NAN, NO_ROOTS } 
{  -1,   -6,   -5}  {NAN, NAN, NO_ROOTS } 
{  -8,   -3,   -4}  {NAN, NAN, NO_ROOTS } 
{  -9,    8,   -8}  {NAN, NAN, NO_ROOTS } 
{  -4,   -9,    9}  {NAN, NAN, NO_ROOTS } 
{   6,   -1,    0}  {NAN, NAN, NO_ROOTS } 
{  -2,   -6,    1}  {NAN, NAN, NO_ROOTS } 
{  -7,   -7,    9}  {NAN, NAN, NO_ROOTS } 
{  -5,    5,    7}  {NAN, NAN, NO_ROOTS } 
{  -5,    5,    7}  {NAN, NAN, NO_ROOTS } 
{  -5,   -5,    0}  {NAN, NAN, NO_ROOTS } 
{  -5,    5,    2}  {NAN, NAN, NO_ROOTS } 
{   0,    1,    4}  {NAN, NAN, NO_ROOTS } 
{   0,    1,    2}  {NAN, NAN, NO_ROOTS } 
{  -2,   -5,    8}  {NAN, NAN, NO_ROOTS } 
{   5,    8,    6}  {NAN, NAN, NO_ROOTS } 
{   9,   -7,    5}  {NAN, NAN, NO_ROOTS } 
{   0,   -9,   -9}  {NAN, NAN, NO_ROOTS } 
{   9,    5,   -7}  {NAN, NAN, NO_ROOTS } 
{  -7,    9,    9}  {NAN, NAN, NO_ROOTS } 
{  -9,    2,    2}  {NAN, NAN, NO_ROOTS } 
{   8,    4,   -4}  {NAN, NAN, NO_ROOTS } 
{  -2,    0,    8}  {NAN, NAN, NO_ROOTS } 
{   2,    0,   -6}  {NAN, NAN, NO_ROOTS } 
{   9,   -1,   -6}  {NAN, NAN, NO_ROOTS } 
{  -2,    6,   -3}  {NAN, NAN, NO_ROOTS } 
{   0,    6,   -9}  {NAN, NAN, NO_ROOTS } 
{   1,    0,    7}  {NAN, NAN, NO_ROOTS } 
{  -2,    2,    0}  {NAN, NAN, NO_ROOTS } 
{  -7,   -9,    6}  {NAN, NAN, NO_ROOTS } 
{   2,    1,   -1}  {NAN, NAN, NO_ROOTS } 
{  -1,    0,    6}  {NAN, NAN, NO_ROOTS } 
{  -4,   -5,    4}  {NAN, NAN, NO_ROOTS } 
{   2,    9,    6}  {NAN, NAN, NO_ROOTS } 
{  -5,    8,   -7}  {NAN, NAN, NO_ROOTS } 
{  -9,    7,   -8}  {NAN, NAN, NO_ROOTS } 
{   3,    0,   -7}  {NAN, NAN, NO_ROOTS } 
{  -9,    7,    1}  {NAN, NAN, NO_ROOTS } 
{   0,    8,   -6}  {NAN, NAN, NO_ROOTS } 
{   3,    5,   -1}  {NAN, NAN, NO_ROOTS } 
{  -5,   -4,   -1}  {NAN, NAN, NO_ROOTS } 
{   6,    6,    3}  {NAN, NAN, NO_ROOTS } 
{   2,    0,    0}  {NAN, NAN, NO_ROOTS } 
{   2,   -7,   -2}  {NAN, NAN, NO_ROOTS } 
{  -8,    0,    5}  {NAN, NAN, NO_ROOTS } 
{  -3,   -7,   -5}  {NAN, NAN, NO_ROOTS } 
{   2,    7,    3}  {NAN, NAN, NO_ROOTS } 
{  -2,    3,    0}  {NAN, NAN, NO_ROOTS } 
{   3,    0,   -6}  {NAN, NAN, NO_ROOTS } 
{  -5,   -5,   -4}  {NAN, NAN, NO_ROOTS } 
{   1,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{  -3,   -4,   -5}  {NAN, NAN, NO_ROOTS } 
{   3,   -8,   -4}  {NAN, NAN, NO_ROOTS } 
{   0,   -2,    8}  {NAN, NAN, NO_ROOTS } 
{   5,   -4,   -2}  {NAN, NAN, NO_ROOTS } 
{   8,    5,    0}  {NAN, NAN, NO_ROOTS } 
{  -7,    9,    3}  {NAN, NAN, NO_ROOTS } 
{  -5,    0,    9}  {NAN, NAN, NO_ROOTS } 
{  -7,   -9,    9}  {NAN, NAN, NO_ROOTS } 
{  -5,   -8,    9}  {NAN, NAN, NO_ROOTS } 
{  -4,    9,    1}  {NAN, NAN, NO_ROOTS } 
{   1,    0,    5}  {NAN, NAN, NO_ROOTS } 
{   9,   -2,    4}  {NAN, NAN, NO_ROOTS } 
{   6,    0,   -8}  {NAN, NAN, NO_ROOTS } 
{   5,    2,    0}  {NAN, NAN, NO_ROOTS } 
{   3,   -2,    9}  {NAN, NAN, NO_ROOTS } 
{  -4,   -8,    0}  {NAN, NAN, NO_ROOTS } 
{  -9,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{   6,   -8,   -8}  {NAN, NAN, NO_ROOTS } 
{   5,   -6,   -9}  {NAN, NAN, NO_ROOTS } 
{  -6,    4,    7}  {NAN, NAN, NO_ROOTS } 
{   1,    2,    8}  {NAN, NAN, NO_ROOTS } 
{  -6,    0,    0}  {NAN, NAN, NO_ROOTS } 
{   9,   -9,    9}  {NAN, NAN, NO_ROOTS } 
{  -8,    7,   -4}  {NAN, NAN, NO_ROOTS } 
{  -4,    4,   -6}  {NAN, NAN, NO_ROOTS } 
{  -9,    8,   -5}  {NAN, NAN, NO_ROOTS } 
{   2,    5,   -6}  {NAN, NAN, NO_ROOTS } 
{  -2,   -6,    5}  {NAN, NAN, NO_ROOTS } 
{   6,    2,    8}  {NAN, NAN, NO_ROOTS } 
{  -7,   -3,    5}  {NAN, NAN, NO_ROOTS } 
{  -2,    3,   -7}  {NAN, NAN, NO_ROOTS } 
{   2,   -7,   -8}  {NAN, NAN, NO_ROOTS } 
{  -4,   -8,    4}  {NAN, NAN, NO_ROOTS } 
{  -1,    5,    1}  {NAN, NAN, NO_ROOTS } 
{  -7,    3,   -2}  {NAN, NAN, NO_ROOTS } 
{  -5,    3,   -7}  {NAN, NAN, NO_ROOTS } 
{   1,   -7,    3}  {NAN, NAN, NO_ROOTS } 
{  -4,   -6,   -7}  {NAN, NAN, NO_ROOTS } 
{   8,    1,    9}  {NAN, NAN, NO_ROOTS } 
{   7,   -6,    3}  {NAN, NAN, NO_ROOTS } 
{  -6,    0,   -5}  {NAN, NAN, NO_ROOTS } 
{   3,   -5,    2}  {NAN, NAN, NO_ROOTS } 
{   2,    9,    4}  {NAN, NAN, NO_ROOTS } 
{   8,    6,   -9}  {NAN, NAN, NO_ROOTS } 
{  -4,    6,    0}  {NAN, NAN, NO_ROOTS } 
{  -6,    1,    0}  {NAN, NAN, NO_ROOTS } 
{  -4,   -9,   -2}  {NAN, NAN, NO_ROOTS } 
{  -5,   -5,    6}  {NAN, NAN, NO_ROOTS } 
{  -6,   -8,   -5}  {NAN, NAN, NO_ROOTS } 
{  -7,   -9,    2}  {NAN, NAN, NO_ROOTS } 
{   0,    6,    0}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,   -1}  {NAN, NAN, NO_ROOTS } 
{  -6,    0,   -2}  {NAN, NAN, NO_ROOTS } 
{   0,    4,    6}  {NAN, NAN, NO_ROOTS } 
{   0,   -5,    7}  {NAN, NAN, NO_ROOTS } 
{  -5,    0,   -8}  {NAN, NAN, NO_ROOTS } 
{  -3,    9,    0}  {NAN, NAN, NO_ROOTS } 
{  -3,   -2,   -6}  {NAN, NAN, NO_ROOTS } 
{   0,    1,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{   7,   -2,   -7}  {NAN, NAN, NO_ROOTS } 
{   8,   -4,    1}  {NAN, NAN, NO_ROOTS } 
{   2,   -5,    9}  {NAN, NAN, NO_ROOTS } 
{   4,    8,    8}  {NAN, NAN, NO_ROOTS } 
{  -7,    1,   -8}  {NAN, NAN, NO_ROOTS } 
{  -9,    0,   -7}  {NAN, NAN, NO_ROOTS } 
{   3,    0,   -4}  {NAN, NAN, NO_ROOTS } 
{   9,   -5,   -9}  {NAN, NAN, NO_ROOTS } 
{  -6,   -6,   -3}  {NAN, NAN, NO_ROOTS } 
{  -9,    1,   -6}  {NAN, NAN, NO_ROOTS } 
{  -2,   -8,    6}  {NAN, NAN, NO_ROOTS } 
{  -7,    5,    0}  {NAN, NAN, NO_ROOTS } 
{   0,    6,    1}  {NAN, NAN, NO_ROOTS } 
{   8,    7,   -5}  {NAN, NAN, NO_ROOTS } 
{  -8,    2,    5}  {NAN, NAN, NO_ROOTS } 
{   1,   -7,    4}  {NAN, NAN, NO_ROOTS } 
{   2,   -3,    7}  {NAN, NAN, NO_ROOTS } 
{  -2,    4,    9}  {NAN, NAN, NO_ROOTS } 
{   7,    2,   -8}  {NAN, NAN, NO_ROOTS } 
{  -3,    3,   -6}  {NAN, NAN, NO_ROOTS } 
{  -8,   -5,   -3}  {NAN, NAN, NO_ROOTS } 
{   8,    0,    5}  {NAN, NAN, NO_ROOTS } 
{   6,   -2,    0}  {NAN, NAN, NO_ROOTS } 
{   4,   -4,   -4}  {NAN, NAN, NO_ROOTS } 
{  -7,    0,    7}  {NAN, NAN, NO_ROOTS } 
{   9,    6,    8}  {NAN, NAN, NO_ROOTS } 
{  -8,   -1,    4}  {NAN, NAN, NO_ROOTS } 
{   3,    7,   -2}  {NAN, NAN, NO_ROOTS } 
{   7,    5,    2}  {NAN, NAN, NO_ROOTS } 
{   9,   -4,   -2}  {NAN, NAN, NO_ROOTS } 
{   6,   -6,    9}  {NAN, NAN, NO_ROOTS } 
{  -4,   -3,    3}  {NAN, NAN, NO_ROOTS } 
{  -1,   -3,    9}  {NAN, NAN, NO_ROOTS } 
{   1,    1,    6}  {NAN, NAN, NO_ROOTS } 
{   3,   -1,    0}  {NAN, NAN, NO_ROOTS } 
{   7,   -1,    7}  {NAN, NAN, NO_ROOTS } 
{  -8,    6,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,    0,    7}  {NAN, NAN, NO_ROOTS } 
{  -1,    1,    7}  {NAN, NAN, NO_ROOTS } 
{  -9,   -8,    0}  {NAN, NAN, NO_ROOTS } 
{  -5,    9,   -4}  {NAN, NAN, NO_ROOTS } 
{   3,   -9,    8}  {NAN, NAN, NO_ROOTS } 
{  -6,   -7,   -2}  {NAN, NAN, NO_ROOTS } 
{  -6,   -3,   -3}  {NAN, NAN, NO_ROOTS } 
{   8,    1,    9}  {NAN, NAN, NO_ROOTS } 
{   3,    2,   -1}  {NAN, NAN, NO_ROOTS } 
{  -2,    4,    7}  {NAN, NAN, NO_ROOTS } 
{   5,    0,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,    5,    6}  {NAN, NAN, NO_ROOTS } 
{   6,    7,    8}  {NAN, NAN, NO_ROOTS } 
{   5,    9,    0}  {NAN, NAN, NO_ROOTS } 
{   3,    0,    4}  {NAN, NAN, NO_ROOTS } 
{  -4,    9,   -6}  {NAN, NAN, NO_ROOTS } 
{  -2,   -2,    6}  {NAN, NAN, NO_ROOTS } 
{  -5,   -4,   -7}  {NAN, NAN, NO_ROOTS } 
{  -1,   -7,    2}  {NAN, NAN, NO_ROOTS } 
{  -6,   -2,    0}  {NAN, NAN, NO_ROOTS } 
{   9,    9,    9}  {NAN, NAN, NO_ROOTS } 
{  -9,   -1,    2}  {NAN, NAN, NO_ROOTS } 
{   8,   -7,    7}  {NAN, NAN, NO_ROOTS } 
{   0,   -8,    6}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,    7}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,   -6}  {NAN, NAN, NO_ROOTS } 
{  -5,    5,   -4}  {NAN, NAN, NO_ROOTS } 
{   0,    7,    2}  {NAN, NAN, NO_ROOTS } 
{   4,    3,   -4}  {NAN, NAN, NO_ROOTS } 
{  -5,    6,   -4}  {NAN, NAN, NO_ROOTS } 
{   6,   -7,   -9}  {NAN, NAN, NO_ROOTS } 
{  -5,   -9,   -3}  {NAN, NAN, NO_ROOTS } 
{  -3,   -9,    5}  {NAN, NAN, NO_ROOTS } 
{   4,   -4,    8}  {NAN, NAN, NO_ROOTS } 
{  -9,   -8,   -7}  {NAN, NAN, NO_ROOTS } 
{   4,   -9,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,   -2,    7}  {NAN, NAN, NO_ROOTS } 
{   1,    6,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,    1,   -3}  {NAN, NAN, NO_ROOTS } 
{   4,   -5,    0}  {NAN, NAN, NO_ROOTS } 
{  -8,   -3,    6}  {NAN, NAN, NO_ROOTS } 
{  -9,   -2,   -5}  {NAN, NAN, NO_ROOTS } 
{   7,    9,   -3}  {NAN, NAN, NO_ROOTS } 
{   0,    8,    7}  {NAN, NAN, NO_ROOTS } 
{  -6,    5,    1}  {NAN, NAN, NO_ROOTS } 
{  -1,    9,    4}  {NAN, NAN, NO_ROOTS } 
{  -5,    8,    4}  {NAN, NAN, NO_ROOTS } 
{  -3,    2,    7}  {NAN, NAN, NO_ROOTS } 
{   0,   -4,    0}  {NAN, NAN, NO_ROOTS } 
{   3,    7,    0}  {NAN, NAN, NO_ROOTS } 
{  -1,    0,   -2}  {NAN, NAN, NO_ROOTS } 
{   5,    9,    3}  {NAN, NAN, NO_ROOTS } 
{  -6,    1,   -5}  {NAN, NAN, NO_ROOTS } 
{   5,   -9,    4}  {NAN, NAN, NO_ROOTS } 
{   4,    9,    2}  {NAN, NAN, NO_ROOTS } 
{   6,    0,    5}  {NAN, NAN, NO_ROOTS } 
{   0,   -5,    2}  {NAN, NAN, NO_ROOTS } 
{  -3,   -6,    7}  {NAN, NAN, NO_ROOTS } 
{  -4,   -4,    1}  {NAN, NAN, NO_ROOTS } 
{  -6,   -7,   -4}  {NAN, NAN, NO_ROOTS } 
{  -3,    4,    7}  {NAN, NAN, NO_ROOTS } 
{   9,    9,    4}  {NAN, NAN, NO_ROOTS } 
{  -6,    1,    0}  {NAN, NAN, NO_ROOTS } 
{   0,    4,    0}  {NAN, NAN, NO_ROOTS } 
{  -8,    1,    8}  {NAN, NAN, NO_ROOTS } 
{   2,    2,   -9}  {NAN, NAN, NO_ROOTS } 
{   6,   -1,    8}  {NAN, NAN, NO_ROOTS } 
{   8,   -9,    9}  {NAN, NAN, NO_ROOTS } 
{   8,   -6,    7}  {NAN, NAN, NO_ROOTS } 
{  -2,   -3,    5}  {NAN, NAN, NO_ROOTS } 
{   7,   -7,   -5}  {NAN, NAN, NO_ROOTS } 
{  -7,   -8,    0}  {NAN, NAN, NO_ROOTS } 
{  -4,   -1,   -1}  {NAN, NAN, NO_ROOTS } 
{   2,   -8,   -7}  {NAN, NAN, NO_ROOTS } 
{   9,    3,   -5}  {NAN, NAN, NO_ROOTS } 
{   3,   -6,    8}  {NAN, NAN, NO_ROOTS } 
{   3,    5,   -6}  {NAN, NAN, NO_ROOTS } 
{  -5,   -1,    4}  {NAN, NAN, NO_ROOTS } 
{   6,    0,   -9}  {NAN, NAN, NO_ROOTS } 
{   5,   -8,    1}  {NAN, NAN, NO_ROOTS } 
{  -8,    8,   -7}  {NAN, NAN, NO_ROOTS } 
{  -4,   -8,    5}  {NAN, NAN, NO_ROOTS } 
{  -1,    4,    1}  {NAN, NAN, NO_ROOTS } 
{   7,    0,    0}  {NAN, NAN, NO_ROOTS } 
{  -5,    8,    0}  {NAN, NAN, NO_ROOTS } 
{   2,   -4,   -7}  {NAN, NAN, NO_ROOTS } 
{   0,   -7,   -5}  {NAN, NAN, NO_ROOTS } 
{  -9,   -6,    0}  {NAN, NAN, NO_ROOTS } 
{   4,   -4,   -5}  {NAN, NAN, NO_ROOTS } 
{   8,    1,    9}  {NAN, NAN, NO_ROOTS } 
{   8,   -6,    2}  {NAN, NAN, NO_ROOTS } 
{   1,    8,    3}  {NAN, NAN, NO_ROOTS } 
{   7,    4,   -1}  {NAN, NAN, NO_ROOTS } 
